subject,task,trial,block,counterbalance,orientation_mapping,fill_mapping,trial_type,stop_rule,signal,orientation,fill,orientation_key,intended_action,intended_key,requires_signal_for_success,fixation_duration,response_window,iti,initial_ssd
8,stop_change_four,1,1,4,normal_left_inner_rotated_left_shift,filled_right_shift_unfilled_right_inner,stop,fill_change,blue,rotated,filled,left_shift,respond,right_shift,1,500,1500,500,200
8,stop_change_four,2,1,4,normal_left_inner_rotated_left_shift,filled_right_shift_unfilled_right_inner,stop,fill_change,blue,normal,filled,left_inner,respond,right_shift,1,500,1500,500,200
8,stop_change_four,3,1,4,normal_left_inner_rotated_left_shift,filled_right_shift_unfilled_right_inner,go,none,none,rotated,filled,left_shift,respond,left_shift,0,500,1500,500,200
8,stop_change_four,4,1,4,normal_left_inner_rotated_left_shift,filled_right_shift_unfilled_right_inner,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
8,stop_change_four,5,1,4,normal_left_inner_rotated_left_shift,filled_right_shift_unfilled_right_inner,go,none,none,rotated,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
8,stop_change_four,6,1,4,normal_left_inner_rotated_left_shift,filled_right_shift_unfilled_right_inner,go,none,none,normal,filled,left_inner,respond,left_inner,0,500,1500,500,200
8,stop_change_four,7,1,4,normal_left_inner_rotated_left_shift,filled_right_shift_unfilled_right_inner,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
8,stop_change_four,8,1,4,normal_left_inner_rotated_left_shift,filled_right_shift_unfilled_right_inner,stop,fill_change,blue,rotated,filled,left_shift,respond,right_shift,1,500,1500,500,200
8,stop_change_four,9,1,4,normal_left_inner_rotated_left_shift,filled_right_shift_unfilled_right_inner,stop,fill_change,blue,normal,filled,left_inner,respond,right_shift,1,500,1500,500,200
8,stop_change_four,10,1,4,normal_left_inner_rotated_left_shift,filled_right_shift_unfilled_right_inner,go,none,none,normal,filled,left_inner,respond,left_inner,0,500,1500,500,200
8,stop_change_four,11,1,4,normal_left_inner_rotated_left_shift,filled_right_shift_unfilled_right_inner,go,none,none,normal,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
