subject,task,trial,block,counterbalance,orientation_mapping,fill_mapping,trial_type,stop_rule,signal,orientation,fill,orientation_key,intended_action,intended_key,requires_signal_for_success,fixation_duration,response_window,iti,initial_ssd
3,stop_signal,1,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
3,stop_signal,2,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
3,stop_signal,3,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
3,stop_signal,4,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
3,stop_signal,5,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
3,stop_signal,6,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
3,stop_signal,7,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
3,stop_signal,8,1,1,normal_left_shift_rotated_left_inner,none,stop,withhold,red,rotated,unfilled,left_inner,withhold,,0,500,1500,500,200
3,stop_signal,9,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
3,stop_signal,10,1,1,normal_left_shift_rotated_left_inner,none,stop,withhold,red,rotated,unfilled,left_inner,withhold,,0,500,1500,500,200
3,stop_signal,11,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
3,stop_signal,12,1,1,normal_left_shift_rotated_left_inner,none,stop,withhold,red,normal,unfilled,left_shift,withhold,,0,500,1500,500,200
3,stop_signal,13,1,1,normal_left_shift_rotated_left_inner,none,stop,withhold,red,normal,unfilled,left_shift,withhold,,0,500,1500,500,200
3,stop_signal,14,1,1,normal_left_shift_rotated_left_inner,none,stop,withhold,red,rotated,unfilled,left_inner,withhold,,0,500,1500,500,200
3,stop_signal,15,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
3,stop_signal,16,1,1,normal_left_shift_rotated_left_inner,none,stop,withhold,red,normal,unfilled,left_shift,withhold,,0,500,1500,500,200
3,stop_signal,17,1,1,normal_left_shift_rotated_left_inner,none,stop,withhold,red,rotated,unfilled,left_inner,withhold,,0,500,1500,500,200
3,stop_signal,18,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
3,stop_signal,19,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
3,stop_signal,20,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,normal,unfilled,left_shift,respond,left_shift,0,500,1500,500,200
3,stop_signal,21,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
3,stop_signal,22,1,1,normal_left_shift_rotated_left_inner,none,go,none,none,rotated,unfilled,left_inner,respond,left_inner,0,500,1500,500,200
